n,mu_Thermo,mu_Ham,mu_Ham_Exact,n_TF,mu_TF
26.0,0.5605838659175788,43.98472672555488,7.000000000116415,8.183183183183184,4.045495589570767
27.0,0.5605838659357687,43.9847267269821,6.999999999752617,8.482482482482483,4.118814533799153
28.0,0.5605838658266293,43.984726718418756,7.000000000189175,8.781781781781783,4.190850959224596
29.0,0.6406672753473686,50.26825911593937,7.999999999665306,9.081081081081082,4.26166990287051
30.0,0.6406672753473686,50.26825911593926,8.000000000392902,9.38038038038038,4.331331084046905
31.0,0.6406672753291787,50.26825911451215,8.000000000029104,9.67967967967968,4.399889493865672
32.0,0.6406672752927989,50.2682591116577,7.9999999997380655,9.97897897897898,4.46739590330073
33.0,0.6406672753291787,50.26825911451215,8.000000000465661,10.278278278278279,4.533897303140723
34.0,0.6406672753655585,50.26825911736637,7.999999999883585,10.577577577577578,4.599437286671636
35.0,0.6406672753291787,50.26825911451215,7.9999999997380655,10.876876876876878,4.664056383945624
36.0,0.6406672752927989,50.2682591116577,7.999999999883585,11.176176176176178,4.727792354918153
37.0,0.7207506848135381,56.5517915091782,8.999999999505235,11.475475475475477,4.790680447475195
38.0,0.7207506847407785,56.5517915034693,9.00000000037835,11.774774774774777,4.852753625357436
39.0,0.7207506847771583,56.55179150632375,9.000000000669388,12.074074074074074,4.914042770165754
40.0,0.7207506847043987,56.551791500614854,8.999999999941792,12.373373373373374,4.974576860961843
41.0,0.7207506845952594,56.55179149205151,8.999999999796273,12.672672672672673,5.034383134428243
42.0,0.7207506847771583,56.55179150632375,8.999999999796273,12.971971971971973,5.09348722809964
43.0,0.7207506848499179,56.55179151203265,8.999999999796273,13.271271271271273,5.151913308802155
44.0,0.7207506847043987,56.551791500614854,9.00000000023283,13.570570570570572,5.209684188126122
45.0,0.7207506847043987,56.551791500614854,9.000000000523869,13.869869869869872,5.2668214264971995
46.0,0.8008340942615177,62.83532390099003,9.999999999417923,14.16916916916917,5.323345427192236
47.0,0.8008340941887582,62.83532389528091,9.999999999417923,14.468468468468469,5.379275521462637
48.0,0.8008340941887582,62.83532389528091,10.000000000582077,14.767767767767769,5.434630045771811
49.0,0.8008340941887582,62.83532389528091,10.000000000582077,15.067067067067068,5.489426412021961
50.0,0.800834094043239,62.83532388386334,9.999999999708962,15.366366366366368,5.543681171532407
51.0,0.8008340943342773,62.835323906698704,10.000000000291038,15.665665665665667,5.597410073435886
52.0,0.8008340941159986,62.83532388957201,10.000000000291038,15.964964964964967,5.650628118076798
53.0,0.8008340943342773,62.835323906698704,9.99999999825377,16.264264264264266,5.703349605924465
54.0,0.8008340941159986,62.83532388957201,10.000000001164153,16.563563563563566,5.755588182453407
55.0,0.8008340941887582,62.83532389528091,10.0,16.862862862862862,5.8073568793897845
56.0,0.8809175030182814,69.11885623856733,10.999999999476131,17.162162162162165,5.858668152677238
57.0,0.8809175036731176,69.11885628994696,11.00000000122236,17.461461461461464,5.909533917475487
58.0,0.8809175038186368,69.11885630136476,10.999999998311978,17.76076076076076,5.959965580470388
59.0,0.8809175035275985,69.11885627852917,11.000000000931323,18.06006006006006,6.009974069743587
60.0,0.8809175036731176,69.11885628994742,11.000000000931323,18.35935935935936,6.059569862419667
61.0,0.8809175036731176,69.11885628994696,10.999999998603016,18.65865865865866,6.108763010314562
62.0,0.8809175036731176,69.11885628994696,11.000000000349246,18.95795795795796,6.157563163686261
63.0,0.8809175036731176,69.11885628994696,11.000000000349246,19.25725725725726,6.20597959337482
64.0,0.8809175036731176,69.11885628994742,10.99999999976717,19.556556556556558,6.254021211347408
65.0,0.8809175029455218,69.11885623285798,11.000000003259629,19.855855855855857,6.301696589854346
66.0,0.8809175035275985,69.11885627852917,10.999999996856786,20.155155155155157,6.349013979286873
67.0,0.9610009122116026,75.4023886103978,11.999999997206032,20.454454454454456,6.395981324846006
68.0,0.9610009130847175,75.40238867890412,12.000000001862645,20.753753753753756,6.442606282117323
69.0,0.9610009132302366,75.40238869032191,12.000000001280569,21.053053053053056,6.488896231638804
70.0,0.9610009130847175,75.40238867890457,12.000000001862645,21.352352352352355,6.5348582925397
71.0,0.9610009133757558,75.40238870173971,12.000000000116415,21.651651651651655,6.5804993353234975
72.0,0.9610009130847175,75.40238867890412,11.999999996041879,21.950950950950954,6.62582599384953
73.0,0.9610009129391983,75.40238866748678,11.999999999534339,22.250250250250254,6.6708446766036085
74.0,0.9610009132302366,75.40238869032191,12.000000000698492,22.549549549549553,6.715561577259886
